datetime,IP1,FC1,Volt FC1 ,Vtip,Itip,BV1
2018-05-29 17:17:49.561784,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:49.768846,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:49.971907,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:50.174967,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:50.402036,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:50.603096,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:50.804156,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:51.005216,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:51.206277,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:51.407337,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:51.609398,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:51.809458,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:52.010518,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:52.211578,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:52.412639,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:52.613699,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 17:17:52.821761,1023.0,2.5,0.0,12000.0,0.0,750.0
