datetime
2018-05-29 14:52:12.465913,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:12.700030,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:12.909134,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:13.112236,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:13.328344,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:13.529444,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:13.737548,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:14.008684,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:14.152756,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:14.349854,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:14.559959,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:14.764061,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:14.971165,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:15.175267,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:15.378368,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:15.604481,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:15.813586,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:16.010684,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:16.215787,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:16.422890,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:16.625992,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:16.838098,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:17.042200,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:17.246302,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:17.448403,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:17.650504,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:17.863610,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:18.063710,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:18.266812,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:18.479918,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:18.690023,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:18.893125,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:19.104230,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:19.308332,1023.0,2.5,0.0,12000.0,0.0,750.0
2018-05-29 14:52:19.517437,1023.0,2.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:19.725541,1023.0,2.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:19.928642,1023.0,2.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:20.166761,1023.0,2.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:20.369863,1023.0,2.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:20.572964,1023.0,0.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:20.780068,1023.0,0.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:20.991173,1023.0,0.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:21.194275,1023.0,0.0,0.0,12000.0,0.0,750.0
2018-05-29 14:52:21.405380,1023.0,0.0,0.0,0.0,0.0,750.0
