datetime,IP1,FC1,Volt FC1 ,Vtip,Itip,BV1
2018-05-29 16:00:01.267435,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:01.491502,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:01.702566,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:01.908627,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:02.110688,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:02.313749,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:02.517810,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:02.720871,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:02.924932,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:03.127993,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:03.334055,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:03.537116,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:03.739176,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:03.943238,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:04.146298,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:04.361363,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:04.570426,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:04.776487,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:04.979548,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:05.182609,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:05.388671,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:05.601735,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:05.805796,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:06.009857,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:06.211918,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:06.416979,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:06.629043,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:06.842107,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:07.045168,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:07.301245,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:07.507306,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:07.712368,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:07.929433,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:08.142497,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:08.346558,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:08.548619,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:08.752680,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:08.957741,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:09.172806,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:09.377867,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:09.586930,1023.0,1.7000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:09.792992,1023.0,1.8000000000000005,0.0,0.0,0.0,0.0
2018-05-29 16:00:09.999054,1023.0,1.8000000000000005,0.0,0.0,0.0,0.0
2018-05-29 16:00:10.204115,1023.0,1.9000000000000006,0.0,0.0,0.0,0.0
2018-05-29 16:00:10.425182,1023.0,1.9000000000000006,0.0,0.0,0.0,0.0
2018-05-29 16:00:10.633244,1023.0,1.9000000000000006,0.0,0.0,0.0,0.0
2018-05-29 16:00:10.840306,1023.0,1.9000000000000006,0.0,0.0,0.0,0.0
2018-05-29 16:00:11.045368,1023.0,1.9000000000000006,0.0,0.0,0.0,0.0
2018-05-29 16:00:11.248428,1023.0,2.0,0.0,0.0,0.0,0.0
2018-05-29 16:00:11.463493,1023.0,2.0,0.0,0.0,0.0,0.0
2018-05-29 16:00:11.676557,1023.0,2.0,0.0,0.0,0.0,0.0
2018-05-29 16:00:11.879618,1023.0,2.0,0.0,0.0,0.0,0.0
2018-05-29 16:00:12.084679,1023.0,2.02,0.0,0.0,0.0,0.0
2018-05-29 16:00:12.289741,1023.0,2.02,0.0,0.0,0.0,0.0
2018-05-29 16:00:12.618839,1023.0,2.02,0.0,0.0,0.0,0.0
2018-05-29 16:00:12.756881,1023.0,2.02,0.0,0.0,0.0,0.0
2018-05-29 16:00:12.992952,1023.0,2.02,0.0,0.0,0.0,0.0
2018-05-29 16:00:13.213018,1023.0,2.04,0.0,0.0,0.0,0.0
2018-05-29 16:00:13.443087,1023.0,2.04,0.0,0.0,0.0,0.0
2018-05-29 16:00:13.654150,1023.0,2.04,0.0,0.0,0.0,0.0
2018-05-29 16:00:13.864213,1023.0,2.04,0.0,0.0,0.0,0.0
2018-05-29 16:00:14.076277,1023.0,2.04,0.0,0.0,0.0,0.0
2018-05-29 16:00:14.284339,1023.0,2.06,0.0,0.0,0.0,0.0
2018-05-29 16:00:14.502404,1023.0,2.06,0.0,0.0,0.0,0.0
2018-05-29 16:00:14.714468,1023.0,2.06,0.0,0.0,0.0,0.0
2018-05-29 16:00:14.921530,1023.0,2.06,0.0,0.0,0.0,0.0
2018-05-29 16:00:15.127592,1023.0,2.08,0.0,0.0,0.0,0.0
2018-05-29 16:00:15.330653,1023.0,2.08,0.0,0.0,0.0,0.0
2018-05-29 16:00:15.538715,1023.0,2.08,0.0,0.0,0.0,0.0
2018-05-29 16:00:15.749778,1023.0,2.08,0.0,0.0,0.0,0.0
2018-05-29 16:00:15.953840,1023.0,2.08,0.0,0.0,0.0,0.0
2018-05-29 16:00:16.160902,1023.0,2.1,0.0,0.0,0.0,0.0
2018-05-29 16:00:16.364963,1023.0,2.1,0.0,0.0,0.0,0.0
2018-05-29 16:00:16.570024,1023.0,2.1,0.0,0.0,0.0,0.0
2018-05-29 16:00:16.776086,1023.0,2.1,0.0,0.0,0.0,0.0
2018-05-29 16:00:16.980147,1023.0,2.1,0.0,0.0,0.0,0.0
2018-05-29 16:00:17.185209,1023.0,2.12,0.0,0.0,0.0,0.0
2018-05-29 16:00:17.391271,1023.0,2.12,0.0,0.0,0.0,0.0
2018-05-29 16:00:17.601334,1023.0,2.12,0.0,0.0,0.0,0.0
2018-05-29 16:00:17.805395,1023.0,2.12,0.0,0.0,0.0,0.0
2018-05-29 16:00:18.023460,1023.0,2.12,0.0,0.0,0.0,0.0
2018-05-29 16:00:18.229522,1023.0,2.14,0.0,0.0,0.0,0.0
2018-05-29 16:00:18.434584,1023.0,2.14,0.0,0.0,0.0,0.0
2018-05-29 16:00:18.643646,1023.0,2.14,0.0,0.0,0.0,0.0
2018-05-29 16:00:18.847708,1023.0,2.14,0.0,0.0,0.0,0.0
2018-05-29 16:00:19.075776,1023.0,2.14,0.0,0.0,0.0,0.0
2018-05-29 16:00:19.290840,1023.0,2.16,0.0,0.0,0.0,0.0
2018-05-29 16:00:19.498903,1023.0,2.16,0.0,0.0,0.0,0.0
2018-05-29 16:00:19.707966,1023.0,2.16,0.0,0.0,0.0,0.0
2018-05-29 16:00:19.914027,1023.0,2.16,0.0,0.0,0.0,0.0
2018-05-29 16:00:20.118089,1023.0,2.18,0.0,0.0,0.0,0.0
2018-05-29 16:00:20.334153,1023.0,2.18,0.0,0.0,0.0,0.0
2018-05-29 16:00:20.551218,1023.0,2.18,0.0,0.0,0.0,0.0
2018-05-29 16:00:20.757280,1023.0,2.18,0.0,0.0,0.0,0.0
2018-05-29 16:00:20.962342,1023.0,2.18,0.0,0.0,0.0,0.0
2018-05-29 16:00:21.168404,1023.0,2.2,0.0,0.0,0.0,0.0
2018-05-29 16:00:21.372465,1023.0,2.2,0.0,0.0,0.0,0.0
2018-05-29 16:00:21.575526,1023.0,2.2,0.0,0.0,0.0,0.0
2018-05-29 16:00:21.780587,1023.0,2.2,0.0,0.0,0.0,0.0
2018-05-29 16:00:21.985649,1023.0,2.2,0.0,0.0,0.0,0.0
2018-05-29 16:00:22.193711,1023.0,2.22,0.0,0.0,0.0,0.0
2018-05-29 16:00:22.398773,1023.0,2.22,0.0,0.0,0.0,0.0
2018-05-29 16:00:22.611836,1023.0,2.22,0.0,0.0,0.0,0.0
2018-05-29 16:00:22.817898,1023.0,2.22,0.0,0.0,0.0,0.0
2018-05-29 16:00:23.020959,1023.0,2.22,0.0,0.0,0.0,0.0
2018-05-29 16:00:23.225020,1023.0,2.24,0.0,0.0,0.0,0.0
2018-05-29 16:00:23.429082,1023.0,2.24,0.0,0.0,0.0,0.0
2018-05-29 16:00:23.631142,1023.0,2.24,0.0,0.0,0.0,0.0
2018-05-29 16:00:23.843206,1023.0,2.24,0.0,0.0,0.0,0.0
2018-05-29 16:00:24.058270,1023.0,2.24,0.0,0.0,0.0,0.0
2018-05-29 16:00:24.266333,1023.0,2.2600000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:24.474395,1023.0,2.2600000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:24.687459,1023.0,2.2600000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:24.905524,1023.0,2.2600000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:25.111586,1023.0,2.2600000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:25.317648,1023.0,2.2800000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:25.528711,1023.0,2.2800000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:25.734773,1023.0,2.2800000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:25.941835,1023.0,2.2800000000000002,0.0,0.0,0.0,0.0
2018-05-29 16:00:26.175905,1023.0,2.3000000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:26.388969,1023.0,2.3000000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:26.596031,1023.0,2.3000000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:26.802093,1023.0,2.3000000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:27.077176,1023.0,2.3000000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:27.298242,1023.0,2.3200000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:27.503303,1023.0,2.3200000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:27.711366,1023.0,2.3200000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:27.927431,1023.0,2.3200000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:28.133492,1023.0,2.3400000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:28.336553,1023.0,2.3400000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:28.537614,1023.0,2.3400000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:28.739674,1023.0,2.3400000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:28.957740,1023.0,2.3400000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:29.165802,1023.0,2.3600000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:29.372864,1023.0,2.3600000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:29.595931,1023.0,2.3600000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:29.820999,1023.0,2.3600000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:30.022059,1023.0,2.3600000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:30.225120,1023.0,2.3800000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:30.432182,1023.0,2.3800000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:30.633242,1023.0,2.3800000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:30.854308,1023.0,2.3800000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:31.061371,1023.0,2.3800000000000003,0.0,0.0,0.0,0.0
2018-05-29 16:00:31.267432,1023.0,2.4000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:31.484497,1023.0,2.4000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:31.690559,1023.0,2.4000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:31.899622,1023.0,2.4000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:32.108685,1023.0,2.4000000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:32.319748,1023.0,2.4200000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:32.524809,1023.0,2.4200000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:32.729871,1023.0,2.4200000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:32.931932,1023.0,2.4200000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:33.134992,1023.0,2.4400000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:33.341054,1023.0,2.4400000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:33.546116,1023.0,2.4400000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:33.752178,1023.0,2.4400000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:33.955238,1023.0,2.4400000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:34.155298,1023.0,2.4600000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:34.359360,1023.0,2.4600000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:34.562421,1023.0,2.4600000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:34.768482,1023.0,2.4600000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:34.973544,1023.0,2.4600000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:35.174604,1023.0,2.4800000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:35.400672,1023.0,2.4800000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:35.604733,1023.0,2.4800000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:35.809795,1023.0,2.4800000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:36.022859,1023.0,2.4800000000000004,0.0,0.0,0.0,0.0
2018-05-29 16:00:36.224919,1023.0,2.5,0.0,0.0,0.0,0.0
2018-05-29 16:00:36.442985,1023.0,2.5,0.0,0.0,0.0,0.0
2018-05-29 16:00:36.647046,1023.0,2.5,0.0,0.0,0.0,0.0
2018-05-29 16:00:36.853108,1023.0,2.5,0.0,0.0,0.0,0.0
2018-05-29 16:00:37.063171,1023.0,2.5,0.0,0.0,0.0,0.0
2018-05-29 16:00:37.267232,1023.0,2.5,0.0,0.0,0.0,40.0
2018-05-29 16:00:37.471293,1023.0,2.5,0.0,0.0,0.0,40.0
2018-05-29 16:00:37.674354,1023.0,2.5,0.0,0.0,0.0,40.0
2018-05-29 16:00:37.882416,1023.0,2.5,0.0,0.0,0.0,40.0
2018-05-29 16:00:38.085477,1023.0,2.5,0.0,0.0,0.0,40.0
2018-05-29 16:00:38.294540,1023.0,2.5,0.0,0.0,0.0,80.0
2018-05-29 16:00:38.498601,1023.0,2.5,0.0,0.0,0.0,80.0
2018-05-29 16:00:38.701662,1023.0,2.5,0.0,0.0,0.0,80.0
2018-05-29 16:00:38.907724,1023.0,2.5,0.0,0.0,0.0,80.0
2018-05-29 16:00:39.110785,1023.0,2.5,0.0,0.0,0.0,80.0
2018-05-29 16:00:39.316846,1023.0,2.5,0.0,0.0,0.0,120.0
2018-05-29 16:00:39.522908,1023.0,2.5,0.0,0.0,0.0,120.0
2018-05-29 16:00:39.727970,1023.0,2.5,0.0,0.0,0.0,120.0
2018-05-29 16:00:39.950036,1023.0,2.5,0.0,0.0,0.0,120.0
2018-05-29 16:00:40.154098,1023.0,2.5,0.0,0.0,0.0,160.0
2018-05-29 16:00:40.360159,1023.0,2.5,0.0,0.0,0.0,160.0
2018-05-29 16:00:40.566221,1023.0,2.5,0.0,0.0,0.0,160.0
2018-05-29 16:00:40.767281,1023.0,2.5,0.0,0.0,0.0,160.0
2018-05-29 16:00:40.997350,1023.0,2.5,0.0,0.0,0.0,160.0
2018-05-29 16:00:41.201412,1023.0,2.5,0.0,0.0,0.0,200.0
2018-05-29 16:00:41.403472,1023.0,2.5,0.0,0.0,0.0,200.0
2018-05-29 16:00:41.611535,1023.0,2.5,0.0,0.0,0.0,200.0
2018-05-29 16:00:41.816596,1023.0,2.5,0.0,0.0,0.0,200.0
2018-05-29 16:00:42.024659,1023.0,2.5,0.0,0.0,0.0,200.0
2018-05-29 16:00:42.227719,1023.0,2.5,0.0,0.0,0.0,240.0
2018-05-29 16:00:42.429780,1023.0,2.5,0.0,0.0,0.0,240.0
2018-05-29 16:00:42.646845,1023.0,2.5,0.0,0.0,0.0,240.0
2018-05-29 16:00:42.848906,1023.0,2.5,0.0,0.0,0.0,240.0
2018-05-29 16:00:43.057968,1023.0,2.5,0.0,0.0,0.0,240.0
2018-05-29 16:00:43.265031,1023.0,2.5,0.0,0.0,0.0,280.0
2018-05-29 16:00:43.476094,1023.0,2.5,0.0,0.0,0.0,280.0
2018-05-29 16:00:43.678154,1023.0,2.5,0.0,0.0,0.0,280.0
2018-05-29 16:00:43.885217,1023.0,2.5,0.0,0.0,0.0,280.0
2018-05-29 16:00:44.091278,1023.0,2.5,0.0,0.0,0.0,280.0
2018-05-29 16:00:44.294339,1023.0,2.5,0.0,0.0,0.0,320.0
2018-05-29 16:00:44.506403,1023.0,2.5,0.0,0.0,0.0,320.0
2018-05-29 16:00:44.711464,1023.0,2.5,0.0,0.0,0.0,320.0
2018-05-29 16:00:44.913525,1023.0,2.5,0.0,0.0,0.0,320.0
2018-05-29 16:00:45.120587,1023.0,2.5,0.0,0.0,0.0,320.0
2018-05-29 16:00:45.325649,1023.0,2.5,0.0,0.0,0.0,360.0
2018-05-29 16:00:45.559719,1023.0,2.5,0.0,0.0,0.0,360.0
2018-05-29 16:00:45.850806,1023.0,2.5,0.0,0.0,0.0,360.0
2018-05-29 16:00:46.055868,1023.0,2.5,0.0,0.0,0.0,360.0
2018-05-29 16:00:46.263930,1023.0,2.5,0.0,0.0,0.0,400.0
2018-05-29 16:00:46.472993,1023.0,2.5,0.0,0.0,0.0,400.0
2018-05-29 16:00:46.688057,1023.0,2.5,0.0,0.0,0.0,400.0
2018-05-29 16:00:46.893119,1023.0,2.5,0.0,0.0,0.0,400.0
2018-05-29 16:00:47.097180,1023.0,2.5,0.0,0.0,0.0,400.0
2018-05-29 16:00:47.297240,1023.0,2.5,0.0,0.0,0.0,440.0
2018-05-29 16:00:47.504302,1023.0,2.5,0.0,0.0,0.0,440.0
2018-05-29 16:00:47.720367,1023.0,2.5,0.0,0.0,0.0,440.0
2018-05-29 16:00:47.925428,1023.0,2.5,0.0,0.0,0.0,440.0
2018-05-29 16:00:48.133491,1023.0,2.5,0.0,0.0,0.0,440.0
2018-05-29 16:00:48.337552,1023.0,2.5,0.0,0.0,0.0,480.0
2018-05-29 16:00:48.546615,1023.0,2.5,0.0,0.0,0.0,480.0
2018-05-29 16:00:48.750676,1023.0,2.5,0.0,0.0,0.0,480.0
2018-05-29 16:00:48.958738,1023.0,2.5,0.0,0.0,0.0,480.0
